DEP;REG
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
03;83
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
04;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
05;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
06;93
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
07;82
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
08;21
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
09;73
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
10;21
